Year,CountyFIPS,Sex,Age,Population
2020,9,Female,1,5744043
2020,1,Male,12,14111827
2020,5,Male,11,9283382
2020,11,Male,2,11048790
2020,5,Male,12,17460755
2020,9,Female,12,10796269
2020,7,Male,1,12603977
2020,1,Female,2,15285992
2020,9,Male,1,7395591
2020,9,Male,11,4352381
2020,11,Male,1,3475348
2020,1,Male,11,0
2020,11,Male,11,20282912
2020,1,Male,12,2787294
2020,11,Female,2,7842417
2020,5,Male,12,7395031
2020,7,Female,1,11203849
2020,7,Female,12,12433600
2020,1,Female,1,14379323
2020,3,Male,2,6137823
2020,13,Male,12,8006640
2020,9,Male,1,11129446
2020,9,Male,1,8065988
2020,1,Female,11,16190713
2020,11,Male,11,11671032
2020,3,Male,11,13012981
2020,5,Female,11,11433577
2020,11,Female,2,15866897
2020,11,Female,1,10478199
2020,1,Male,2,2022114
2020,1,Male,1,11804723
2020,9,Male,12,5306686
2020,1,Male,11,6061258
2020,1,Male,2,12881151
2020,1,Male,2,16640299
2020,9,Male,12,9057066
2020,5,Male,1,11280828
2020,5,Male,11,18335253
2020,13,Female,2,10500545
2020,13,Female,11,21199053
2020,1,Female,1,12685766
2020,13,Male,12,0
2020,9,Male,12,13138874
2020,5,Male,11,11066824
2020,11,Female,11,14591042
2020,5,Female,12,11675529
2020,5,Male,11,8207915
2020,9,Female,1,2409451
2020,13,Male,11,7819655
2020,11,Male,11,4290149
2020,9,Female,2,5775380
2020,1,Female,11,11059324
2020,7,Female,12,16975816
2020,5,Female,12,10194494
2020,7,Male,2,2604213
2020,9,Female,1,11991570
2020,9,Male,12,15610529
2020,9,Female,12,4853094
2020,7,Female,1,8669381
2020,9,Female,12,8173852
2020,1,Male,12,4562098
2020,9,Female,2,12845228
2020,3,Male,11,8304242
2020,13,Female,2,11529141
2020,7,Male,1,4382482
2020,3,Male,2,6977504
2020,9,Male,12,12966249
2020,1,Male,1,7350150
2020,5,Female,2,19051368
2020,11,Male,2,7195597
2020,13,Female,2,10408096
2020,11,Male,12,14138316
2020,9,Male,2,1321316
2020,13,Female,2,0
2020,13,Female,11,410217
2020,1,Male,2,16780426
2020,13,Female,1,6270316
2020,7,Female,2,23833831
2020,3,Male,1,6246401
2020,3,Female,1,10498465
2020,3,Female,2,17987822
2020,7,Female,2,20657320
2020,11,Male,12,20432803
2020,1,Female,2,16067648
2020,13,Male,11,14604071
2020,7,Male,11,12229770
2020,3,Male,1,13988259
2020,9,Male,11,5937083
2020,5,Female,1,4741101
2020,13,Female,12,8077800
2020,7,Female,1,8461723
2020,7,Male,2,6886571
2020,1,Male,1,13515576
2020,1,Male,12,14264964
2020,7,Female,2,9624030
2020,3,Male,11,17099041
2020,5,Female,1,2883757
2020,13,Female,11,7119300
2020,1,Male,1,5366612
2020,13,Female,12,0
2020,3,Male,1,9023251
2020,13,Female,1,8739828
2020,9,Female,1,18128435
2020,1,Male,2,13137448
2020,3,Male,11,3334640
2020,3,Female,1,20084261
2020,5,Female,11,14244914
2020,5,Male,2,12856550
2020,9,Female,2,7812324
2020,3,Female,2,3595311
2020,11,Female,2,6973917
2020,3,Male,11,14959972
2020,5,Female,1,20259343
2020,11,Female,1,18299498
2020,1,Male,12,6212780
2020,1,Male,12,2695802
2020,13,Female,2,9925967
2020,7,Male,1,0
2020,5,Female,11,9722487
2020,7,Male,2,8648893
2020,11,Male,1,6812714
2020,5,Female,1,282744
2020,9,Male,11,11795516
2020,3,Male,11,6038787
2020,9,Male,1,2753942
2020,11,Female,1,0
2020,5,Male,1,9341352
2020,11,Male,11,18720593
2020,3,Female,1,18977094
2020,1,Male,1,6864266
2020,1,Female,12,4893354
2020,11,Male,1,12203094
2020,7,Female,11,3066007
2020,5,Male,1,11240227
2020,5,Female,1,13837357
2020,1,Male,1,16574851
2020,13,Male,11,8418651
2020,9,Male,12,7802836
2020,13,Male,12,4043087
2020,3,Male,2,4731987
2020,9,Male,11,7723614
2020,9,Female,1,11548107
2020,11,Male,2,14767997
2020,1,Male,12,4460170
2020,13,Female,1,18009233
2020,13,Female,1,7882174
2020,1,Male,1,9376801
2020,13,Male,1,5191379
2020,1,Male,1,0
2020,11,Female,11,12547550
2020,7,Female,2,13354773
2020,9,Male,12,7369861
2020,11,Female,12,8451982
2020,5,Female,2,12083811
2020,3,Female,1,467377
2020,7,Female,2,6071514
2020,5,Male,11,13339727
2020,9,Male,1,2267426
2020,13,Male,11,10584847
2020,1,Male,2,1677579
2020,9,Male,11,11535986
2020,11,Female,2,8910325
2020,3,Male,2,186707
2020,11,Male,12,15432708
2020,7,Male,11,4927987
2020,7,Female,1,4786726
2020,3,Male,12,10056777
2020,5,Male,2,16123377
2020,5,Male,12,3274536
2020,7,Male,12,9282370
2020,7,Female,2,11582556
2020,13,Female,1,13418368
2020,1,Male,1,10517422
2020,13,Female,2,7003714
2020,13,Female,11,3926279
2020,5,Female,1,9933452
2020,3,Male,1,3317757
2020,5,Male,12,0
2020,1,Male,12,11372591
2020,11,Female,2,14316120
2020,7,Male,1,0
2020,7,Male,1,3677620
2020,1,Male,1,13070228
2020,13,Female,12,19036914
2020,3,Male,1,9619913
2020,7,Female,11,4427886
2020,9,Female,1,8388737
2020,13,Male,11,16534242
2020,7,Female,11,4841104
2020,9,Male,12,4482400
2020,1,Female,1,6667142
2020,1,Male,1,4002851
2020,13,Female,1,10143171
2020,7,Female,12,16735317
2020,5,Female,12,9813787
2020,9,Female,11,6823667
2020,3,Male,11,7364157
2020,7,Female,11,221161
2020,3,Female,1,14509291
2020,7,Female,12,7681828
2020,5,Male,2,8459313
2020,5,Female,2,27486737
2020,13,Female,2,10834243
2020,13,Female,1,5122386
2020,5,Male,1,7041513
2020,11,Female,11,13879298
2020,5,Male,1,10153160
2020,1,Female,11,850330
2020,1,Male,1,14800542
2020,11,Female,2,5271260
2020,9,Female,2,19893291
2020,3,Male,2,15727872
2020,7,Female,11,5841638
2020,7,Male,2,16886711
2020,11,Female,11,8436515
2020,1,Female,2,14021768
2020,13,Female,11,10536268
2020,7,Female,12,3595063
2020,1,Female,11,4853265
2020,9,Male,1,15439053
2020,3,Male,1,7569602
2020,9,Female,1,7121273
2020,11,Female,11,3283916
2020,5,Female,1,11870976
2020,5,Female,2,20981998
2020,5,Male,11,3096150
2020,9,Female,2,9254731
2020,7,Male,11,16739709
2020,3,Female,1,8981583
2020,5,Male,1,12108513
2020,11,Male,11,3124427
2020,11,Male,2,11969750
2020,5,Male,11,7940033
2020,5,Female,2,14786724
2020,3,Male,1,16346811
2020,5,Male,12,23377112
2020,3,Male,12,12170327
2020,11,Male,11,10762223
2020,5,Male,1,10620885
2020,9,Male,11,7026582
2020,13,Female,2,11062832
2020,9,Female,1,7742781
2020,11,Female,12,8991571
2020,3,Male,1,17097647
2020,9,Male,12,3326274
2020,3,Female,2,15673608
